,LOGIST_REGRESSION_RLOG,CLASSIF_RLog
133,0.21404582826308058,0
134,0.37369538958861803,0
135,0.2109301181062979,0
136,0.010046882974298536,0
137,0.010897539028038904,0
138,0.5308784030866317,1
139,0.29111601607632936,0
140,0.32476421956700224,0
141,0.05553507639794768,0
142,0.4499560362313128,0
143,0.6699277043039009,1
144,0.4430052976309707,0
145,0.02017964678481315,0
146,0.1883922161752839,0
147,0.3728648941890966,0
148,0.29111601607632936,0
149,0.4049844874311295,0
150,0.18134870712697235,0
151,0.17667551465907239,0
152,0.5271414328416165,1
153,0.344359941428806,0
154,0.07080110332930233,0
155,0.5632573551010195,1
156,0.09057384297866217,0
157,0.30739603774550023,0
158,0.48076122227119505,0
159,0.3658713102682581,0
160,0.38557827547631746,0
161,0.16750227842022106,0
162,0.6188074475449491,1
163,0.11608064924955717,0
164,0.027533389500947573,0
165,0.10543705455431776,0
166,0.0022690836254468903,0
167,0.18351598543566988,0
168,0.0015284603543948365,0
169,0.3454012986996249,0
170,0.18134870712697235,0
171,0.6554234243679282,1
172,0.2607737439853936,0
173,0.5335881939684967,1
174,0.5997919034642858,1
175,0.1957168765014901,0
176,0.1451952654657025,0
177,0.20859903393381574,0
178,0.297262046152047,0
179,0.24280985385672849,0
180,0.17927026749820335,0
181,0.3178569016296615,0
182,0.02482913252767098,0
183,0.6083842919433752,1
184,0.5799246067404836,1
185,0.360626222953358,0
186,0.05428885851601619,0
187,0.1656797294109931,0
188,0.4365134246060337,0
189,0.40783595373217885,0
190,0.04001224800242754,0
191,0.046645917767317656,0
192,0.4343890286717991,0
193,0.18950527900462838,0
194,0.11913492894351502,0
195,0.03885746977681869,0
196,0.7158345139450709,1
197,0.3125523217944594,0
198,0.4907392041963244,0
199,0.04727529534261293,0
200,0.566713660140924,1
201,0.5001638693453799,1
202,0.15731126487247313,0
203,0.33886041347762397,0
204,0.0825801172369764,0
205,0.1324509405840265,0
206,0.46141642954295153,0
207,0.6396759951243902,1
208,0.014364486509940419,0
209,0.09530806485004528,0
210,0.10655713153421158,0
211,0.301066932487543,0
212,0.019440170602651873,0
213,0.05788121909653068,0
214,0.0051531150116861275,0
215,0.3611435191501755,0
216,0.07630071425720812,0
217,0.5098222311803772,1
218,0.7158345139450709,1
219,0.25850163842890983,0
220,0.24090483693222012,0
221,0.029245293339543902,0
222,0.7158345139450709,1
223,0.5504840873497158,1
224,0.5672642967561633,1
225,0.14158025794407011,0
226,0.16423164416233638,0
227,0.5067510538764084,1
228,0.10994017065504696,0
229,0.3818329669837065,0
230,0.021570473386632878,0
231,0.052975219138719803,0
232,0.2932902769925483,0
233,0.020459587529948562,0
234,0.05715014327507919,0
235,0.42019020395779605,0
236,0.1441347926246101,0
237,0.5466778725661333,1
238,0.07341175145414536,0
239,0.01952314713376379,0
240,0.019415268071744016,0
241,0.6615379094993076,1
242,0.06166381441283272,0
243,0.18950527900462838,0
244,0.32486687710515066,0
245,0.0004641214296092351,0
246,0.4672963414678626,0
247,0.43816911037523226,0
248,0.37924458911768427,0
249,0.6993071701972268,1
250,0.038540418096642895,0
251,0.027243108657310187,0
252,0.5896236064222762,1
253,0.06577951368503632,0
254,0.3220754777138418,0
255,0.6245873067030197,1
256,0.01931051328111842,0
257,0.2086763197342295,0
258,0.4533230579003354,0
259,0.463030842911314,0
260,0.0406282994096279,0
261,0.2849841845718156,0
262,0.3794648723798323,0
263,0.5001638693453799,1
264,0.38838229109263966,0
265,0.016388877177239396,0
266,0.3050835737427145,0
267,0.3576049833568494,0
268,0.20822902133543533,0
269,0.5804708829936862,1
270,0.48076122227119505,0
271,0.376159136270783,0
272,0.04446899377261085,0
273,0.49425410695692756,0
274,0.027583190953460776,0
275,0.43471022899500905,0
276,0.4803180714535116,0
277,0.11184592813645834,0
278,0.24542755206953773,0
279,0.5196827210164351,1
280,0.10544869728536314,0
281,0.0665096237293763,0
282,0.3724498594624285,0
283,0.2772705133643668,0
284,0.5828013575440463,1
285,0.021906027144992225,0
286,0.10829976540049611,0
287,0.0447611525916624,0
288,0.29564871449802055,0
289,0.41708574587162905,0
290,0.242322210490661,0
291,0.44075878630906995,0
292,0.05574398493046465,0
293,0.4877855679363796,0
294,0.4180629710902067,0
295,0.3546800643401547,0
296,0.13705964999583484,0
297,0.008150398965891871,0
298,0.012084416463543924,0
299,0.03612788391860523,0
300,0.09778067912096854,0
301,0.018184149411026168,0
302,0.7368512387852144,1
303,0.3882711055351368,0
304,0.21290414942465463,0
305,0.03547158244423383,0
306,0.23091277773332383,0
307,0.05338691734177465,0
308,0.010892188497291339,0
309,0.09148488919879535,0
310,0.043859130671897235,0
311,0.4997200462207795,0
312,0.46629624722914803,0
313,0.024870125053528057,0
314,0.22170771287968957,0
315,0.23093469909513337,0
316,0.301066932487543,0
317,0.30674015348584566,0
318,0.5770424154625708,1
319,0.3456969153779855,0
320,0.026838734790540688,0
321,0.12777724752409286,0
322,0.5335881939684967,1
323,0.3070182006422033,0
324,0.007991589430924947,0
325,0.02522700917747592,0
326,0.0025697761780807135,0
327,0.30654123246442333,0
328,0.005657873573166337,0
329,0.006474061905962246,0
330,0.5335881939684967,1
331,0.005201138778191711,0
332,0.23091277773332383,0
333,0.21820924677080836,0
334,0.38214156164143,0
335,0.5335881939684967,1
336,0.19386295388947092,0
337,0.050392692783965735,0
338,0.2902875078271692,0
339,0.07824524377450055,0
340,0.028347695415256162,0
341,0.23596768315247535,0
342,0.04701086938816127,0
343,0.024675018913718313,0
344,0.4011737553818729,0
345,0.020896418309307954,0
346,0.47725172570230656,0
347,0.4743036617180863,0
348,0.39822549465875434,0
349,0.06724725419708429,0
350,0.03263206682254913,0
351,0.2662319171852768,0
352,0.05719988450598056,0
353,0.6646794674801179,1
354,0.17360225197982374,0
355,0.0236362519878085,0
356,0.2958435826521385,0
357,0.0871582702662792,0
358,0.4474712776673742,0
359,0.0212404659988326,0
360,0.414872772553569,0
361,0.10714523522561555,0
362,0.030190881409572632,0
363,0.4672963414678626,0
364,0.313034420964359,0
365,0.1071216863911018,0
366,0.3420180708082047,0
367,0.37977272895649095,0
368,0.11487333674806069,0
369,0.001550073135933434,0
370,0.39388469712725493,0
371,0.2850795765197377,0
372,0.4564860159828466,0
373,0.7546597127871919,1
374,0.047269199970318546,0
375,0.040028222647379916,0
376,0.19383716099233664,0
377,0.5133360401779572,1
378,0.6552120932793708,1
379,0.054471410056414246,0
380,0.49776957778732245,0
381,0.006997071825150696,0
382,0.2166496442329214,0
383,0.0861194899311525,0
384,0.2293865281644055,0
385,0.3415135250590809,0
386,0.14895988737894517,0
387,0.28186263752029456,0
388,0.0036680958524320535,0
389,0.4376170602218689,0
390,0.537086327759434,1
391,0.013705403515000342,0
392,0.5067510538764084,1
393,0.0452639424589518,0
394,0.4907392041963244,0
395,0.5927064909347002,1
396,0.14965194954572214,0
397,0.22659885459378518,0
398,0.03805645266279612,0
399,0.015035216437341034,0
400,0.4180629710902067,0
401,0.09717636143898337,0
402,0.25599341754593596,0
403,0.009477100064753864,0
404,0.004722559087071646,0
405,0.22659885459378518,0
406,0.1094278575256612,0
407,0.14503309937557615,0
408,0.5603475033666399,1
409,0.04117999044730173,0
410,0.6610355512632035,1
411,0.014202653869712374,0
412,0.5958715794657975,1
413,0.013735753871266259,0
414,0.2882224515738881,0
415,0.44108102362573326,0
416,0.1360424721518693,0
417,0.046804041100806215,0
418,0.15326649555248803,0
419,0.15864742798742823,0
420,0.019560686790093557,0
421,0.2286770280625127,0
422,0.5112697885895328,1
423,0.07478664334701222,0
424,0.17346806684760208,0
425,0.37528818524038954,0
426,0.0829559786223996,0
427,0.2659766304227644,0
428,0.24307297707275166,0
429,0.13229578898565714,0
430,0.4997200462207795,0
431,0.3362173891955573,0
432,0.006843313885424967,0
433,0.013444314769874378,0
434,0.3816121544232481,0
435,0.23098885439647646,0
436,0.018184149411026168,0
437,0.04550831694969503,0
438,0.03809071824807866,0
439,0.27366187738841796,0
440,0.5097052527003507,1
441,0.29245813373921664,0
442,0.6557185871085838,1
443,0.039358461885878174,0
444,0.2713186934807478,0
445,0.11234844395697997,0
446,0.045662768676401656,0
447,0.17146103038619093,0
448,0.3953963557817457,0
449,0.06732929480901402,0
450,0.23834254860063891,0
451,0.5042401780096721,1
452,0.09315465560572325,0
453,0.015351581217662266,0
454,0.008931641537013665,0
455,0.25850163842890983,0
456,0.23676790113952773,0
457,0.3719970223392141,0
458,0.0202840435136972,0
459,0.04556513195740452,0
460,0.02761827480730236,0
461,0.04439716793118385,0
462,0.2662319171852768,0
463,0.3698870284166786,0
464,0.25850163842890983,0
465,0.6309408649475865,1
466,0.07309985602071241,0
467,0.1658605026175048,0
468,0.6056763576618894,1
469,0.7395689467124927,1
470,0.10707408244539024,0
471,0.018755777342410945,0
472,0.03807052955574035,0
473,0.07713423834445601,0
474,0.44108102362573326,0
475,0.18115471924412904,0
476,0.00471151989843299,0
477,0.04003342352909925,0
478,0.3366137057151444,0
479,0.12187801134083368,0
480,0.3959326420883578,0
481,0.05656577944024281,0
482,0.38493624256784637,0
483,0.039358461885878174,0
484,0.010598511754158489,0
485,0.3747625136092914,0
486,0.23156579593714746,0
487,0.3503244636365667,0
488,0.2196748370170269,0
489,0.01616371532122931,0
490,0.0103879788932475,0
491,0.1522421004541391,0
492,0.002049263901083395,0
493,0.30153908667151835,0
494,0.007034240377114963,0
495,0.014817853584206495,0
496,0.05762707548378661,0
497,0.09511485567355299,0
498,0.03999748299642473,0
499,0.34837534864113046,0
500,0.4907392041963244,0
501,0.22209495809952176,0
502,0.4435587839469358,0
503,0.034712096547088095,0
504,0.00462893314424018,0
505,0.551039009492183,1
506,0.3987630873723698,0
507,0.06564182169110279,0
508,0.015540606585620892,0
509,0.39409453791204907,0
510,0.014166736571350886,0
511,0.08814329490330558,0
512,0.3892258980635,0
513,0.0004936450597771061,0
514,0.04743544602524232,0
515,0.4568103593011674,0
516,0.025519307836996626,0
517,0.007509281252531129,0
518,0.5701634860711419,1
519,0.43070767539236265,0
520,0.12299429904414755,0
521,0.5896236064222762,1
522,0.011813561343588132,0
523,0.5799246067404836,1
524,0.2689881426248338,0
525,0.25850163842890983,0
526,0.19158469024532201,0
527,0.5033527280367411,1
528,0.09594955490078182,0
529,0.16566266804520094,0
530,0.04743544602524232,0
531,0.3658713102682581,0
532,0.10578403605319517,0
533,0.5373189341054844,1
534,0.3330861757367617,0
535,0.45387893069428814,0
536,0.23407762086456002,0
537,0.6583820460207958,1
538,0.028950804400870146,0
539,0.08312675809451524,0
540,0.3927973306888097,0
541,0.3826712488136494,0
542,0.4707985628210631,0
543,0.23851243559352567,0
544,0.32707383717868044,0
545,0.21328023170037866,0
546,0.37223120570492835,0
547,0.25658095301316947,0
548,0.20596025609232735,0
549,0.047269199970318546,0
550,0.5707130595358242,1
551,0.37935465627853693,0
552,0.005657873573166337,0
553,0.31227152119712315,0
554,0.3882711055351368,0
555,0.49776957778732245,0
556,0.05644620865557837,0
557,0.29111601607632936,0
558,0.5539614291481472,1
559,0.12343845265403434,0
560,0.49425410695692756,0
561,0.4509506964598021,0
562,0.03452998715979309,0
563,0.301066932487543,0
564,0.6673087752746751,1
565,0.7368512387852144,1
566,0.6822452715898747,1
567,0.07198180467046024,0
568,0.2531472721005497,0
569,0.4049844874311295,0
570,0.031036915502950225,0
571,0.6641794050473508,1
572,0.7471888239469892,1
573,0.5012852691539502,1
574,0.643425669437162,1
575,0.5707130595358242,1
576,0.649341659650629,1
577,0.45792360852857483,0
578,0.0628694925769313,0
579,0.0017977671484901412,0
580,0.17346806684760208,0
581,0.2431591110539902,0
582,0.5672642967561633,1
583,0.23834254860063891,0
584,0.38869285064585024,0
585,0.3282469944515901,0
586,0.05410208737328133,0
587,0.5891939748618277,1
588,0.6276602836543627,1
589,0.4430052976309707,0
590,0.009661240127495136,0
591,0.3723405938038784,0
592,0.03852617441718367,0
593,0.4045567637812837,0
594,0.5300867540165506,1
595,0.11217453915078399,0
596,0.7076393743379832,1
597,0.25825115530687487,0
598,0.5600254385398379,1
599,0.09841714626387127,0
600,0.39257420418227157,0
601,0.011631725800897734,0
602,0.5102657303281362,1
603,0.4233917046110302,0
604,0.5707130595358242,1
605,0.007517102990834565,0
606,0.4112365614660505,0
607,0.1599299639985834,0
608,0.5770424154625708,1
609,0.1308916194493461,0
610,0.1523262785273925,0
611,0.6993071701972268,1
612,0.6059885164026158,1
613,0.009416929681002401,0
614,0.2873988396584804,0
615,0.1588219888768385,0
616,0.3662032942917989,0
617,0.6525369628477296,1
618,0.006373604550452423,0
619,0.469797583468684,0
620,0.0348691587598862,0
621,0.014941153801695427,0
622,0.022086986156449176,0
623,0.037200421579763616,0
624,0.02761827480730236,0
625,0.02266151747232855,0
626,0.24324515902302452,0
627,0.012519413063437852,0
628,0.34489437810924833,0
629,0.7313614199819658,1
630,0.4568103593011674,0
631,0.38493624256784637,0
632,0.2839622916895354,0
633,0.09552095373725779,0
634,0.356654137940195,0
635,0.46085911553323683,0
636,0.28637175613654586,0
637,0.744523164412803,1
638,0.6059885164026158,1
639,0.42492091469284093,0
640,0.02082735795440153,0
641,0.06486380180871948,0
642,0.2607737439853936,0
643,0.20822902133543533,0
644,0.2339938131488996,0
645,0.015644978182835313,0
646,0.1451952654657025,0
647,0.005536241082084452,0
648,0.06469380623241783,0
649,0.005657873573166337,0
650,0.3303622445713785,0
651,0.02047063593251776,0
652,0.20399394018396638,0
653,0.008579706311121373,0
654,0.3095387271342181,0
655,0.061248885260368334,0
656,0.4341591691297067,0
657,0.5212453236099494,1
658,0.10962258696519325,0
659,0.07815101663264205,0
660,0.2903839540065878,0
661,0.5241942212901268,1
662,0.47374447379110235,0
663,0.1441855451866863,0
664,0.47838868954844743,0
665,0.13987972649792868,0
666,0.013460158771122893,0
667,0.6281842833919674,1
668,0.14977105016015205,0
669,0.6933600526569845,1
670,0.25859137184266573,0
671,0.05800957508117696,0
672,0.2509190604324704,0
673,0.020865290020730114,0
674,0.3512765769046424,0
675,0.04168659455769537,0
676,0.007517102990834565,0
677,0.19808858729825315,0
678,0.24584314071982935,0
679,0.009282610033629103,0
680,0.21906690849745342,0
681,0.017924855322090462,0
682,0.2738478879661359,0
683,0.028196131657770525,0
684,0.16598998479006816,0
685,0.7238895685085812,1
686,0.5736065109541184,1
687,0.2713186934807478,0
688,0.009809639070041686,0
689,0.009307306415918879,0
690,0.0007061362879022839,0
691,0.7076393743379832,1
692,0.3366137057151444,0
693,0.5707130595358242,1
694,0.2873988396584804,0
695,0.03809071824807866,0
696,0.4283609286802735,0
697,0.39443620187252704,0
698,0.06661472938962,0
699,0.10566044675662013,0
700,0.540580814686447,1
701,0.5568801232347379,1
702,0.5707130595358242,1
703,0.0012520837614996966,0
704,0.2792878906871437,0
705,0.23767633075125413,0
706,0.04264128637439188,0
707,0.04655852703789153,0
708,0.039358461885878174,0
709,0.04499763598924596,0
710,0.24498960572228368,0
711,0.19330876151635767,0
712,0.43038718083791505,0
713,0.2762046352388252,0
714,0.42804086739906894,0
715,0.2708755074696851,0
716,0.35157452132878336,0
717,0.21489162388412766,0
718,0.03710609180519864,0
719,0.6281842833919674,1
720,0.10557206813935,0
721,0.2871311984958238,0
722,0.28167329466120355,0
723,0.024250083784641382,0
724,0.03188213608242995,0
725,0.024575856622185144,0
726,0.7153780719134011,1
727,0.5496054771334941,1
728,0.37369538958861803,0
729,0.5271414328416165,1
730,0.4439969955086962,0
731,0.5241942212901268,1
732,0.4175174277254215,0
733,0.0049025930478607,0
734,0.001286550658282567,0
735,0.20171991460556718,0
736,0.5470018046512015,1
737,0.4338380634890586,0
738,0.07808363902897636,0
739,0.12477745352771365,0
740,0.5335881939684967,1
741,0.22907286338850122,0
742,0.12492028033762641,0
743,0.5112697885895328,1
744,0.0406282994096279,0
745,0.05317295427916499,0
746,0.06472789380873636,0
747,0.47975826389692916,0
748,0.013297583851589738,0
749,0.0021414057761664283,0
750,0.004914077714453592,0
751,0.06478455671947096,0
752,0.2208426360049636,0
753,0.19383716099233664,0
754,0.003301136018285865,0
755,0.7158345139450709,1
756,0.43706516452457994,0
757,0.04725047779933807,0
758,0.5501605975789718,1
759,0.23116694455827785,0
760,0.3611435191501755,0
761,0.04110667772597489,0
762,0.38546738673429365,0
763,0.031025355464704158,0
764,0.0016139949336601482,0
765,0.5736065109541184,1
766,0.14491712427874992,0
767,0.011631725800897734,0
768,0.11100275085224684,0
769,0.36294551537889,0
770,0.24348586520908133,0
771,0.48043491430311525,0
772,0.2961159714625541,0
773,0.7182327447402415,1
774,0.25390770191192985,0
775,0.25658095301316947,0
776,0.3879606690960943,0
777,0.2105570707431918,0
778,0.04586479631930384,0
779,0.28925429137203995,0
780,0.19330876151635767,0
781,0.042710398509466715,0
782,0.27691490038131716,0
783,0.0279374863315054,0
784,0.1308916194493461,0
785,0.26095414168057707,0
786,0.07458658293801357,0
787,0.34763903958113,0
788,0.004867622712360541,0
789,0.704721499897862,1
790,0.6673087752746751,1
791,0.47374447379110235,0
792,0.483946148363144,0
793,0.48076122227119505,0
794,0.03764002186210198,0
795,0.06813473277097125,0
796,0.008296100240361112,0
797,0.5980471749936178,1
798,0.5132190995961938,1
799,0.4209413771193375,0
800,0.005614206157028103,0
801,0.24348586520908133,0
802,0.005657873573166337,0
803,0.4764827521580443,0
804,0.03571852826518135,0
805,0.5730578706310235,1
806,0.05017391307397392,0
807,0.21504951492387506,0
808,0.45387893069428814,0
809,0.06897295204051453,0
810,0.05574398493046465,0
811,0.10136173415168583,0
812,0.2882224515738881,0
813,0.24786673794341754,0
814,0.04435749081180367,0
815,0.059392571265714886,0
816,0.008160973130335,0
817,0.30173617408658876,0
818,0.2509190604324704,0
819,0.03526913616862235,0
820,0.022966451991723914,0
821,0.009947183050374984,0
822,0.000916212238451573,0
823,0.2529002077090773,0
824,0.4372953735857876,0
825,0.2929224452314011,0
826,0.21527025672407504,0
827,0.2713186934807478,0
828,0.5799246067404836,1
829,0.06134751973868962,0
830,0.09737330758355872,0
831,0.3455911760655009,0
832,0.2895312870849462,0
833,0.1430077756762141,0
834,0.2540849824088704,0
835,0.005768058448756486,0
836,0.11095363651671186,0
837,0.1430077756762141,0
838,0.03506704170097258,0
839,0.03762609792642451,0
840,0.006508919675617244,0
841,0.30654123246442333,0
842,0.00041490512749882744,0
843,0.7494150698676177,1
844,0.03712017535904507,0
845,0.4268285271486657,0
846,0.19543766664217593,0
847,0.1400370742352146,0
848,0.017500617308368244,0
849,0.6933600526569845,1
850,0.3634642472283431,0
851,0.011869005034203243,0
852,0.6461329070869177,1
853,0.18605337632435465,0
854,0.010690421363189172,0
855,0.04495744748645054,0
856,0.5098222311803772,1
857,0.12246705362202343,0
858,0.7076393743379832,1
859,0.10820944626120195,0
860,0.0491684282616066,0
861,0.7641172695975239,1
862,0.3566824602720369,0
863,0.011798310821143783,0
864,0.06572204170391366,0
865,0.6149538147816568,1
866,0.35376093151513643,0
867,0.6366447771894534,1
868,0.29537657513678905,0
869,0.4117796997365349,0
870,0.28426135884364157,0
871,0.18291468766747804,0
872,0.579492062788654,1
873,0.10957400802936067,0
874,0.006591926060886701,0
875,0.03909956558904987,0
876,0.047589686185683856,0
877,0.5696137396142112,1
878,0.04057737841387981,0
879,0.7494150698676177,1
880,0.23611910141697026,0
881,0.24090483693222012,0
882,0.161828386983618,0
883,0.5335881939684967,1
884,0.03219104812714578,0
885,0.2607737439853936,0
886,0.7469418170717365,1
887,0.05166461855614109,0
888,0.026838734790540688,0
889,0.006666873897119536,0
890,0.019471322681258608,0
891,0.3546800643401547,0
892,0.0686793402885972,0
893,0.13689020274648492,0
894,0.16293101384635328,0
895,0.023313880658052788,0
896,0.009051515628409624,0
897,0.6366447771894534,1
898,0.1492444335932383,0
899,0.4040166089525078,0
900,0.16810562579507873,0
901,0.01977601982785778,0
902,0.030605364292661013,0
903,0.5534071916678481,1
904,0.4707985628210631,0
905,0.6059885164026158,1
906,0.13146424373627977,0
907,0.37223120570492835,0
908,0.05164578500957154,0
909,0.05470658302359476,0
910,0.4939273525597056,0
911,0.08145516118387384,0
912,0.5171749532080255,1
913,0.3816121544232481,0
914,0.021382286728334345,0
915,0.57672334224966,1
916,0.10660164819059627,0
917,0.029808885434903554,0
918,0.26120632326132887,0
919,0.05299451039593913,0
920,0.6699277043039009,1
921,0.4207367170897901,0
922,0.3417239570152765,0
923,0.4102479061472234,0
924,0.05574398493046465,0
925,0.19383716099233664,0
926,0.004002902963347144,0
927,0.012149482279226168,0
928,0.000850079507320027,0
929,0.040083690428865906,0
930,0.4633558720531963,0
931,0.05719988450598056,0
932,0.05764549827754817,0
933,0.008575972177630451,0
934,0.011869005034203243,0
935,0.7129652540393805,1
936,0.03751163998190067,0
937,0.04445266032686004,0
938,0.00812874718056112,0
939,0.011267186378929483,0
940,0.34438781008273794,0
941,0.04104004940951495,0
942,0.009757278283542711,0
943,0.36916887850959423,0
944,0.07713423834445601,0
945,0.07794996798584683,0
946,0.006399165777944677,0
947,0.022115238217531037,0
948,0.3155818461315425,0
949,0.017862968076845925,0
950,0.03531364097943772,0
951,0.059392571265714886,0
952,0.008132100363508029,0
953,0.3125523217944594,0
954,0.055461393360447725,0
955,0.32686794706955297,0
956,0.4430052976309707,0
957,0.34438781008273794,0
958,0.003950099655328755,0
959,0.0434049461933066,0
960,0.009661240127495136,0
961,0.04265698397027255,0
962,0.03056660518066546,0
963,0.18605337632435465,0
964,0.36294551537889,0
965,0.0624060129664157,0
966,0.25658095301316947,0
967,0.4180629710902067,0
968,0.16810562579507873,0
969,0.27902484529772026,0
970,0.24283254804178112,0
971,0.06807535296674119,0
972,0.054139497824468606,0
973,0.03093033152300227,0
974,0.5303198017789743,1
975,0.16040749164578713,0
976,0.36294551537889,0
977,0.0656335213936736,0
978,0.044901354551540124,0
979,0.001488074347261432,0
980,0.6488308085731451,1
981,0.04003342352909925,0
982,0.03571852826518135,0
983,0.33886041347762397,0
984,0.45986090515168493,0
985,0.7761653329737463,1
986,0.023932416763869077,0
987,0.07158267908577493,0
988,0.47692561184581916,0
989,0.02095006930653594,0
990,0.3719257965689547,0
991,0.14517478158176925,0
992,0.0008803664265433129,0
993,0.07158267908577493,0
994,0.4832691524891579,0
995,0.006843313885424967,0
996,0.37223120570492835,0
997,0.03269078056755629,0
998,0.31227152119712315,0
999,0.041649234260766214,0
1000,0.032742457184428184,0
1001,0.028473479173263684,0
1002,0.04071580879007814,0
1003,0.21557030667688995,0
1004,0.010609516866838845,0
1005,0.0011399304126354416,0
1006,0.022702712571716382,0
1007,0.029835303844888087,0
1008,0.41026404354095,0
1009,0.7125060542204241,1
1010,0.017484537451872027,0
1011,0.33936305963632574,0
1012,0.44052818137222327,0
1013,0.010967657735746431,0
1014,0.0029187474213706413,0
1015,0.5992534166582252,1
1016,0.5020976656617392,1
1017,0.17641742653367973,0
1018,0.051069916216917484,0
1019,0.09136582058591579,0
1020,0.25396500406352784,0
1021,0.16774575181517123,0
1022,0.3662032942917989,0
1023,0.004306483824952274,0
1024,0.3134163134247306,0
1025,0.022832205464635595,0
1026,0.2766532320532447,0
1027,0.39768814731128077,0
1028,0.07338560378789154,0
1029,0.7568415799124464,1
1030,0.6369471154229693,1
1031,0.47975826389692916,0
1032,0.022778455340023037,0
1033,0.0012669523801795764,0
1034,0.0585609075143127,0
1035,0.031811631866222545,0
1036,0.30079193560194645,0
1037,0.06988149881953686,0
1038,0.2332743763631369,0
1039,0.2531472721005497,0
1040,0.057963005332145566,0
1041,0.6908412461279038,1
1042,0.001509116924481816,0
1043,0.03269078056755629,0
1044,0.47374447379110235,0
1045,0.0690330567924738,0
1046,0.05504129463982241,0
1047,0.05644620865557837,0
1048,0.14345857023003153,0
1049,0.43976860046622424,0
1050,0.47725172570230656,0
1051,0.022150580147541128,0
1052,0.005112634833184087,0
1053,0.0029744779889001715,0
1054,0.21382599989597834,0
1055,0.6210639845202608,1
1056,0.04845482415355523,0
1057,0.41026404354095,0
1058,0.03878475034193472,0
1059,0.7315452002815079,1
1060,0.24441264998817672,0
1061,0.018184149411026168,0
1062,0.015198108502676671,0
1063,0.2929224452314011,0
1064,0.0027441531819483544,0
1065,0.015116121139892831,0
1066,0.0914071557233727,0
1067,0.4509506964598021,0
